Source,from_loc,from_geoid,from_date_1,Target,to_loc,to_geoid,to_date_1,date_gap
NODE_0002622,Caddo Parish,22017,2021-07-19,NODE_0002625,Caddo Parish,22017,2021-07-29,10
NODE_0002625,Caddo Parish,22017,2021-07-29,hCoV-19/USA/LA-EVTL6284/2021,Caddo Parish,22017,2021-08-17,19
NODE_0002625,Caddo Parish,22017,2021-07-29,NODE_0002626,Caddo Parish,22017,2021-08-15,17
NODE_0002626,Caddo Parish,22017,2021-08-15,hCoV-19/USA/LA-EVTL4462/2021,Caddo Parish,22017,2021-08-18,3
NODE_0002626,Caddo Parish,22017,2021-08-15,hCoV-19/USA/LA-EVTL4465/2021,Caddo Parish,22017,2021-08-18,3
NODE_0002622,Caddo Parish,22017,2021-07-19,NODE_0002969,Caddo Parish,22017,2021-07-27,8
NODE_0002969,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL3863/2021,Caddo Parish,22017,2021-08-03,7
NODE_0002969,Caddo Parish,22017,2021-07-27,NODE_0002973,Caddo Parish,22017,2021-08-02,6
NODE_0002973,Caddo Parish,22017,2021-08-02,hCoV-19/USA/LA-EVTL6311/2021,Caddo Parish,22017,2021-08-11,9
NODE_0002973,Caddo Parish,22017,2021-08-02,NODE_0002975,Caddo Parish,22017,2021-08-10,8
NODE_0002975,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL6155/2021,Caddo Parish,22017,2021-09-11,32
NODE_0002975,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL5697/2021,Caddo Parish,22017,2021-08-27,17
NODE_0002990,Caddo Parish,22017,2021-08-03,NODE_0002991,Caddo Parish,22017,2021-08-10,7
NODE_0002991,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL6056/2021,Caddo Parish,22017,2021-08-30,20
NODE_0002990,Caddo Parish,22017,2021-08-03,NODE_0002992,Caddo Parish,22017,2021-08-10,7
NODE_0002992,Caddo Parish,22017,2021-08-10,NODE_0002993,Caddo Parish,22017,2021-08-16,6
NODE_0002993,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-BIE-LSUH002092/2021,East Baton Rouge Parish,22033,2021-09-04,19
NODE_0002993,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-EVTL4872/2021,Caddo Parish,22017,2021-08-28,12
NODE_0002674,Caddo Parish,22017,2021-05-17,NODE_0002684,Caddo Parish,22017,2021-06-14,28
NODE_0002674,Caddo Parish,22017,2021-05-17,NODE_0002685,Caddo Parish,22017,2021-06-30,44
NODE_0002685,Caddo Parish,22017,2021-06-30,hCoV-19/USA/LA-BIE-LSUH001436/2021,St. Tammany Parish,22103,2021-07-20,20
NODE_0002674,Caddo Parish,22017,2021-05-17,NODE_0003022,Caddo Parish,22017,2021-06-03,17
NODE_0003022,Caddo Parish,22017,2021-06-03,NODE_0002680,Caddo Parish,22017,2021-07-04,31
NODE_0002680,Caddo Parish,22017,2021-07-04,NODE_0003024,Caddo Parish,22017,2021-07-31,27
NODE_0003024,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL6152/2021,Caddo Parish,22017,2021-09-09,40
NODE_0003022,Caddo Parish,22017,2021-06-03,NODE_0002676,Caddo Parish,22017,2021-06-29,26
NODE_0002676,Caddo Parish,22017,2021-06-29,NODE_0002677,Caddo Parish,22017,2021-07-21,22
NODE_0002677,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL3688/2021,Caddo Parish,22017,2021-07-28,7
NODE_0002676,Caddo Parish,22017,2021-06-29,NODE_0002678,Caddo Parish,22017,2021-07-17,18
NODE_0002678,Caddo Parish,22017,2021-07-17,hCoV-19/USA/LA-EVTL5111/2021,Caddo Parish,22017,2021-08-05,19
NODE_0002674,Caddo Parish,22017,2021-05-17,NODE_0002686,Caddo Parish,22017,2021-06-01,15
NODE_0002686,Caddo Parish,22017,2021-06-01,NODE_0002688,Caddo Parish,22017,2021-06-15,14
NODE_0002688,Caddo Parish,22017,2021-06-15,NODE_0002691,Jefferson Parish,22051,2021-06-30,15
NODE_0002691,Jefferson Parish,22051,2021-06-30,hCoV-19/USA/LA-BIE-LSUH001150/2021,Jefferson Parish,22051,2021-07-14,14
NODE_0002688,Caddo Parish,22017,2021-06-15,NODE_0003033,Caddo Parish,22017,2021-06-29,14
NODE_0003033,Caddo Parish,22017,2021-06-29,NODE_0002692,Caddo Parish,22017,2021-07-06,7
NODE_0002692,Caddo Parish,22017,2021-07-06,NODE_0002694,Caddo Parish,22017,2021-07-11,5
NODE_0002694,Caddo Parish,22017,2021-07-11,NODE_0002696,Caddo Parish,22017,2021-08-03,23
NODE_0002696,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4148/2021,Caddo Parish,22017,2021-08-10,7
NODE_0002696,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL6110/2021,Caddo Parish,22017,2021-08-10,7
NODE_0002697,Caddo Parish,22017,2021-09-10,hCoV-19/USA/LA-EVTL5713/2021,Caddo Parish,22017,2021-09-15,5
NODE_0002697,Caddo Parish,22017,2021-09-10,hCoV-19/USA/LA-EVTL5712/2021,Caddo Parish,22017,2021-09-15,5
NODE_0002686,Caddo Parish,22017,2021-06-01,NODE_0002698,Caddo Parish,22017,2021-06-15,14
NODE_0002699,Caddo Parish,22017,2021-08-25,hCoV-19/USA/LA-EVTL6636/2021,Caddo Parish,22017,2021-08-25,0
NODE_0002699,Caddo Parish,22017,2021-08-25,hCoV-19/USA/LA-EVTL6638/2021,Caddo Parish,22017,2021-08-25,0
NODE_0002698,Caddo Parish,22017,2021-06-15,NODE_0002700,Caddo Parish,22017,2021-06-23,8
NODE_0002700,Caddo Parish,22017,2021-06-23,NODE_0002701,Caddo Parish,22017,2021-07-23,30
NODE_0002701,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL3972/2021,Bossier Parish,22015,2021-07-29,6
NODE_0002701,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL6631/2021,Caddo Parish,22017,2021-08-25,33
NODE_0002700,Caddo Parish,22017,2021-06-23,NODE_0002702,Caddo Parish,22017,2021-06-28,5
NODE_0002702,Caddo Parish,22017,2021-06-28,NODE_0002715,Caddo Parish,22017,2021-07-12,14
NODE_0002715,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL3731/2021,Caddo Parish,22017,2021-07-21,9
NODE_0002715,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL6373/2021,Caddo Parish,22017,2021-08-19,38
NODE_0003085,Caddo Parish,22017,2021-07-12,NODE_0003893,Caddo Parish,22017,2021-07-19,7
NODE_0003893,Caddo Parish,22017,2021-07-19,hCoV-19/USA/LA-EVTL3788/2021,Caddo Parish,22017,2021-07-25,6
NODE_0003893,Caddo Parish,22017,2021-07-19,hCoV-19/USA/LA-EVTL3867/2021,Caddo Parish,22017,2021-08-03,15
NODE_0004059,Caddo Parish,22017,2021-05-23,NODE_0004060,Caddo Parish,22017,2021-06-03,11
NODE_0004059,Caddo Parish,22017,2021-05-23,NODE_0003105,Caddo Parish,22017,2021-06-30,38
NODE_0003105,Caddo Parish,22017,2021-06-30,hCoV-19/USA/LA-EVTL4658/2021,Caddo Parish,22017,2021-08-12,43
NODE_0004076,Caddo Parish,22017,2021-07-29,hCoV-19/USA/LA-EVTL6500/2021,Caddo Parish,22017,2021-08-21,23
NODE_0003182,St. Charles Parish,22089,2021-07-22,hCoV-19/USA/LA-BIE-LSUH001721/2021,St. Charles Parish,22089,2021-07-28,6
NODE_0003182,St. Charles Parish,22089,2021-07-22,hCoV-19/USA/LA-BIE-LSUH001622/2021,St. Charles Parish,22089,2021-07-22,0
NODE_0004042,Livingston Parish,22063,2021-07-31,hCoV-19/USA/LA-BIE-LSUH900056/2021,Livingston Parish,22063,2021-08-03,3
NODE_0004042,Livingston Parish,22063,2021-07-31,hCoV-19/USA/LA-BIE-LSUH900061/2021,Livingston Parish,22063,2021-08-03,3
NODE_0003191,Livingston Parish,22063,2021-07-26,NODE_0004037,Livingston Parish,22063,2021-08-06,11
NODE_0004037,Livingston Parish,22063,2021-08-06,hCoV-19/USA/LA-EVTL4914/2021,Livingston Parish,22063,2021-08-17,11
NODE_0004037,Livingston Parish,22063,2021-08-06,hCoV-19/USA/LA-EVTL5282/2021,Livingston Parish,22063,2021-08-10,4
NODE_0003191,Livingston Parish,22063,2021-07-26,NODE_0003194,Livingston Parish,22063,2021-08-03,8
NODE_0003194,Livingston Parish,22063,2021-08-03,hCoV-19/USA/LA-EVTL5288/2021,Livingston Parish,22063,2021-08-17,14
NODE_0003194,Livingston Parish,22063,2021-08-03,NODE_0003195,Livingston Parish,22063,2021-08-10,7
NODE_0003195,Livingston Parish,22063,2021-08-10,hCoV-19/USA/LA-BIE-LSUH900143/2021,Livingston Parish,22063,2021-08-10,0
NODE_0003195,Livingston Parish,22063,2021-08-10,NODE_0003199,Livingston Parish,22063,2021-08-17,7
NODE_0003199,Livingston Parish,22063,2021-08-17,hCoV-19/USA/LA-EVTL5309/2021,Livingston Parish,22063,2021-08-17,0
NODE_0003199,Livingston Parish,22063,2021-08-17,hCoV-19/USA/LA-EVTL5292/2021,Livingston Parish,22063,2021-08-17,0
NODE_0003991,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL6361/2021,Caddo Parish,22017,2021-08-23,28
NODE_0003996,Caddo Parish,22017,2021-07-22,NODE_0003999,Caddo Parish,22017,2021-08-03,12
NODE_0003999,Caddo Parish,22017,2021-08-03,NODE_0004000,Caddo Parish,22017,2021-08-22,19
NODE_0004000,Caddo Parish,22017,2021-08-22,hCoV-19/USA/LA-EVTL6119/2021,Caddo Parish,22017,2021-09-01,10
NODE_0003999,Caddo Parish,22017,2021-08-03,NODE_0004001,Caddo Parish,22017,2021-09-10,38
NODE_0004001,Caddo Parish,22017,2021-09-10,hCoV-19/USA/LA-EVTL6143/2021,Caddo Parish,22017,2021-09-21,11
NODE_0004001,Caddo Parish,22017,2021-09-10,hCoV-19/USA/LA-EVTL6142/2021,Caddo Parish,22017,2021-09-21,11
NODE_0003238,Caddo Parish,22017,2021-07-19,NODE_0003960,Caddo Parish,22017,2021-08-09,21
NODE_0003960,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL5582/2021,Caddo Parish,22017,2021-08-16,7
NODE_0003960,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL5359/2021,Caddo Parish,22017,2021-08-13,4
NODE_0003238,Caddo Parish,22017,2021-07-19,NODE_0003240,Caddo Parish,22017,2021-08-03,15
NODE_0003240,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL5949/2021,Caddo Parish,22017,2021-09-07,35
NODE_0003268,Caddo Parish,22017,2021-06-30,NODE_0003939,Caddo Parish,22017,2021-07-19,19
NODE_0003939,Caddo Parish,22017,2021-07-19,hCoV-19/USA/LA-EVTL6547/2021,Caddo Parish,22017,2021-08-22,34
NODE_0003939,Caddo Parish,22017,2021-07-19,hCoV-19/USA/LA-EVTL5592/2021,Caddo Parish,22017,2021-08-12,24
NODE_0003268,Caddo Parish,22017,2021-06-30,NODE_0003270,Caddo Parish,22017,2021-07-05,5
NODE_0003270,Caddo Parish,22017,2021-07-05,hCoV-19/USA/LA-EVTL3873/2021,Caddo Parish,22017,2021-08-03,29
NODE_0003280,Terrebonne Parish,22109,2021-08-08,hCoV-19/USA/LA-BIE-LSUH900163/2021,Terrebonne Parish,22109,2021-08-12,4
NODE_0003287,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL4404/2021,Caddo Parish,22017,2021-08-14,18
NODE_0003287,Caddo Parish,22017,2021-07-27,NODE_0003288,Caddo Parish,22017,2021-07-29,2
NODE_0003288,Caddo Parish,22017,2021-07-29,hCoV-19/USA/LA-BIE-LSUH002030/2021,East Baton Rouge Parish,22033,2021-08-15,17
NODE_0003288,Caddo Parish,22017,2021-07-29,NODE_0003289,Caddo Parish,22017,2021-08-01,3
NODE_0003289,Caddo Parish,22017,2021-08-01,hCoV-19/USA/LA-EVTL5074/2021,Caddo Parish,22017,2021-09-09,39
NODE_0003930,Caddo Parish,22017,2021-08-17,hCoV-19/USA/LA-EVTL5226/2021,Caddo Parish,22017,2021-08-31,14
NODE_0003930,Caddo Parish,22017,2021-08-17,hCoV-19/USA/LA-EVTL6055/2021,Caddo Parish,22017,2021-08-28,11
NODE_0002734,Caddo Parish,22017,2021-04-07,NODE_0004133,Caddo Parish,22017,2021-04-19,12
NODE_0004133,Caddo Parish,22017,2021-04-19,NODE_0004134,Caddo Parish,22017,2021-05-10,21
NODE_0004135,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL6235/2021,Caddo Parish,22017,2021-08-12,31
NODE_0004135,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL6210/2021,Caddo Parish,22017,2021-08-11,30
NODE_0004134,Caddo Parish,22017,2021-05-10,NODE_0004136,Caddo Parish,22017,2021-05-24,14
NODE_0004137,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL6534/2021,Caddo Parish,22017,2021-08-22,30
NODE_0004137,Caddo Parish,22017,2021-07-23,NODE_0004138,Caddo Parish,22017,2021-07-30,7
NODE_0004138,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL4956/2021,Caddo Parish,22017,2021-08-17,18
NODE_0004136,Caddo Parish,22017,2021-05-24,NODE_0004274,Caddo Parish,22017,2021-06-03,10
NODE_0004274,Caddo Parish,22017,2021-06-03,NODE_0004280,Caddo Parish,22017,2021-06-15,12
NODE_0004280,Caddo Parish,22017,2021-06-15,NODE_0004281,Caddo Parish,22017,2021-07-22,37
NODE_0004281,Caddo Parish,22017,2021-07-22,hCoV-19/USA/LA-EVTL4070/2021,Beauregard Parish,22011,2021-07-30,8
NODE_0004281,Caddo Parish,22017,2021-07-22,hCoV-19/USA/LA-EVTL6383/2021,Caddo Parish,22017,2021-08-19,28
NODE_0003325,Caddo Parish,22017,2021-07-20,NODE_0003327,Caddo Parish,22017,2021-07-29,9
NODE_0003327,Caddo Parish,22017,2021-07-29,NODE_0003328,Caddo Parish,22017,2021-08-03,5
NODE_0003328,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL6403/2021,Caddo Parish,22017,2021-08-09,6
NODE_0003328,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL3883/2021,Caddo Parish,22017,2021-08-03,0
NODE_0004274,Caddo Parish,22017,2021-06-03,NODE_0004282,Caddo Parish,22017,2021-07-12,39
NODE_0004282,Caddo Parish,22017,2021-07-12,NODE_0004283,Caddo Parish,22017,2021-07-27,15
NODE_0004283,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL4090/2021,Caddo Parish,22017,2021-08-06,10
NODE_0004283,Caddo Parish,22017,2021-07-27,NODE_0003331,Caddo Parish,22017,2021-08-03,7
NODE_0003331,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4987/2021,Caddo Parish,22017,2021-08-19,16
NODE_0003331,Caddo Parish,22017,2021-08-03,NODE_0003332,Caddo Parish,22017,2021-08-17,14
NODE_0003332,Caddo Parish,22017,2021-08-17,hCoV-19/USA/LA-EVTL6556/2021,Caddo Parish,22017,2021-08-23,6
NODE_0003332,Caddo Parish,22017,2021-08-17,hCoV-19/USA/LA-EVTL4840/2021,Caddo Parish,22017,2021-08-27,10
NODE_0004210,Caddo Parish,22017,2021-08-22,hCoV-19/USA/LA-EVTL6139/2021,Caddo Parish,22017,2021-09-21,30
NODE_0004210,Caddo Parish,22017,2021-08-22,hCoV-19/USA/LA-EVTL4867/2021,Caddo Parish,22017,2021-08-28,6
NODE_0004255,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL5745/2021,Caddo Parish,22017,2021-08-12,3
NODE_0004255,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL5519/2021,Caddo Parish,22017,2021-08-11,2
NODE_0003360,Caddo Parish,22017,2021-07-05,NODE_0003361,Caddo Parish,22017,2021-07-17,12
NODE_0003361,Caddo Parish,22017,2021-07-17,NODE_0003365,Caddo Parish,22017,2021-07-19,2
NODE_0003365,Caddo Parish,22017,2021-07-19,hCoV-19/USA/LA-EVTL3891/2021,Caddo Parish,22017,2021-08-03,15
NODE_0003365,Caddo Parish,22017,2021-07-19,NODE_0004260,Caddo Parish,22017,2021-07-29,10
NODE_0004260,Caddo Parish,22017,2021-07-29,hCoV-19/USA/LA-EVTL5646/2021,Caddo Parish,22017,2021-08-11,13
NODE_0004260,Caddo Parish,22017,2021-07-29,NODE_0003367,Caddo Parish,22017,2021-08-03,5
NODE_0003361,Caddo Parish,22017,2021-07-17,NODE_0003372,Caddo Parish,22017,2021-07-23,6
NODE_0003372,Caddo Parish,22017,2021-07-23,NODE_0003374,Caddo Parish,22017,2021-07-31,8
NODE_0003360,Caddo Parish,22017,2021-07-05,NODE_0003384,Caddo Parish,22017,2021-07-07,2
NODE_0003384,Caddo Parish,22017,2021-07-07,NODE_0004265,Caddo Parish,22017,2021-07-13,6
NODE_0004265,Caddo Parish,22017,2021-07-13,NODE_0004266,Caddo Parish,22017,2021-07-17,4
NODE_0004266,Caddo Parish,22017,2021-07-17,hCoV-19/USA/LA-EVTL3468/2021,Caddo Parish,22017,2021-07-20,3
NODE_0003384,Caddo Parish,22017,2021-07-07,NODE_0004216,Caddo Parish,22017,2021-07-14,7
NODE_0004216,Caddo Parish,22017,2021-07-14,NODE_0004224,Caddo Parish,22017,2021-08-02,19
NODE_0004224,Caddo Parish,22017,2021-08-02,hCoV-19/USA/LA-EVTL6467/2021,Caddo Parish,22017,2021-08-19,17
NODE_0004224,Caddo Parish,22017,2021-08-02,NODE_0004225,Caddo Parish,22017,2021-08-08,6
NODE_0004225,Caddo Parish,22017,2021-08-08,hCoV-19/USA/LA-EVTL6508/2021,Caddo Parish,22017,2021-08-12,4
NODE_0004225,Caddo Parish,22017,2021-08-08,hCoV-19/USA/LA-EVTL5763/2021,Caddo Parish,22017,2021-08-12,4
NODE_0004216,Caddo Parish,22017,2021-07-14,NODE_0003390,Caddo Parish,22017,2021-07-19,5
NODE_0003390,Caddo Parish,22017,2021-07-19,NODE_0004217,Caddo Parish,22017,2021-07-26,7
NODE_0004217,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL6688/2021,Caddo Parish,22017,2021-08-09,14
NODE_0004217,Caddo Parish,22017,2021-07-26,NODE_0003392,Caddo Parish,22017,2021-07-30,4
NODE_0003392,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL6718/2021,Caddo Parish,22017,2021-08-27,28
NODE_0003392,Caddo Parish,22017,2021-07-30,NODE_0004219,Caddo Parish,22017,2021-08-14,15
NODE_0004219,Caddo Parish,22017,2021-08-14,hCoV-19/USA/LA-EVTL5829/2021,Caddo Parish,22017,2021-08-17,3
NODE_0004219,Caddo Parish,22017,2021-08-14,hCoV-19/USA/LA-EVTL6299/2021,Caddo Parish,22017,2021-08-23,9
NODE_0003390,Caddo Parish,22017,2021-07-19,NODE_0003394,Caddo Parish,22017,2021-07-30,11
NODE_0003394,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL6201/2021,Caddo Parish,22017,2021-08-12,13
NODE_0003394,Caddo Parish,22017,2021-07-30,NODE_0004222,Winn Parish,22127,2021-08-24,25
NODE_0004222,Winn Parish,22127,2021-08-24,hCoV-19/USA/LA-EVTL5522/2021,Winn Parish,22127,2021-09-03,10
NODE_0004222,Winn Parish,22127,2021-08-24,NODE_0003397,Winn Parish,22127,2021-09-08,15
NODE_0003397,Winn Parish,22127,2021-09-08,hCoV-19/USA/LA-EVTL5716/2021,Winn Parish,22127,2021-09-17,9
NODE_0003397,Winn Parish,22127,2021-09-08,hCoV-19/USA/LA-EVTL5475/2021,Winn Parish,22127,2021-09-08,0
NODE_0004186,Jefferson Parish,22051,2021-07-15,hCoV-19/USA/LA-BIE-LSUH001282/2021,Jefferson Parish,22051,2021-07-17,2
NODE_0004186,Jefferson Parish,22051,2021-07-15,hCoV-19/USA/LA-BIE-LSUH001289/2021,Jefferson Parish,22051,2021-07-18,3
NODE_0003455,Avoyelles Parish,22009,2021-07-23,NODE_0003456,Avoyelles Parish,22009,2021-07-30,7
NODE_0003456,Avoyelles Parish,22009,2021-07-30,hCoV-19/USA/LA-BIE-LSUH900124/2021,Avoyelles Parish,22009,2021-08-10,11
NODE_0003456,Avoyelles Parish,22009,2021-07-30,NODE_0003458,Avoyelles Parish,22009,2021-08-04,5
NODE_0003458,Avoyelles Parish,22009,2021-08-04,hCoV-19/USA/LA-BIE-LSUH900130/2021,Avoyelles Parish,22009,2021-08-10,6
NODE_0003458,Avoyelles Parish,22009,2021-08-04,hCoV-19/USA/LA-EVTL4293/2021,Avoyelles Parish,22009,2021-08-04,0
NODE_0003455,Avoyelles Parish,22009,2021-07-23,NODE_0004192,Avoyelles Parish,22009,2021-07-31,8
NODE_0004192,Avoyelles Parish,22009,2021-07-31,hCoV-19/USA/LA-EVTL4267/2021,Iberville Parish,22047,2021-08-02,2
NODE_0004192,Avoyelles Parish,22009,2021-07-31,NODE_0003461,Avoyelles Parish,22009,2021-08-01,1
NODE_0003461,Avoyelles Parish,22009,2021-08-01,NODE_0003467,Avoyelles Parish,22009,2021-08-04,3
NODE_0003467,Avoyelles Parish,22009,2021-08-04,hCoV-19/USA/LA-EVTL4265/2021,Avoyelles Parish,22009,2021-08-04,0
NODE_0003467,Avoyelles Parish,22009,2021-08-04,hCoV-19/USA/LA-EVTL4262/2021,Avoyelles Parish,22009,2021-08-04,0
NODE_0003461,Avoyelles Parish,22009,2021-08-01,NODE_0003469,Avoyelles Parish,22009,2021-08-04,3
NODE_0003469,Avoyelles Parish,22009,2021-08-04,hCoV-19/USA/LA-EVTL4263/2021,Avoyelles Parish,22009,2021-08-04,0
NODE_0003469,Avoyelles Parish,22009,2021-08-04,hCoV-19/USA/LA-BIE-LSUH900125/2021,Avoyelles Parish,22009,2021-08-10,6
NODE_0004133,Caddo Parish,22017,2021-04-19,NODE_0004286,Caddo Parish,22017,2021-05-01,12
NODE_0004286,Caddo Parish,22017,2021-05-01,NODE_0004287,Caddo Parish,22017,2021-05-12,11
NODE_0003492,Jefferson Parish,22051,2021-07-15,hCoV-19/USA/LA-BIE-LSUH001752/2021,Jefferson Parish,22051,2021-07-27,12
NODE_0003492,Jefferson Parish,22051,2021-07-15,hCoV-19/USA/LA-BIE-LSUH001287/2021,Jefferson Parish,22051,2021-07-15,0
NODE_0003502,Jefferson Parish,22051,2021-07-10,NODE_0003503,Jefferson Parish,22051,2021-07-13,3
NODE_0003503,Jefferson Parish,22051,2021-07-13,hCoV-19/USA/LA-BIE-LSUH001169/2021,St. Charles Parish,22089,2021-07-13,0
NODE_0003503,Jefferson Parish,22051,2021-07-13,hCoV-19/USA/LA-BIE-LSUH001365/2021,Jefferson Parish,22051,2021-07-16,3
NODE_0003502,Jefferson Parish,22051,2021-07-10,NODE_0003504,Jefferson Parish,22051,2021-07-30,20
NODE_0003504,Jefferson Parish,22051,2021-07-30,NODE_0003505,Jefferson Parish,22051,2021-08-09,10
NODE_0003505,Jefferson Parish,22051,2021-08-09,hCoV-19/USA/LA-BIE-LSUH002137/2021,Jefferson Parish,22051,2021-09-13,35
NODE_0003545,Caddo Parish,22017,2021-07-13,NODE_0004295,Caddo Parish,22017,2021-07-23,10
NODE_0004295,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL6329/2021,Caddo Parish,22017,2021-08-23,31
NODE_0004295,Caddo Parish,22017,2021-07-23,NODE_0004296,Caddo Parish,22017,2021-08-09,17
NODE_0004296,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL5194/2021,Caddo Parish,22017,2021-08-09,0
NODE_0004296,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL6379/2021,Caddo Parish,22017,2021-08-23,14
NODE_0003545,Caddo Parish,22017,2021-07-13,NODE_0003548,Caddo Parish,22017,2021-07-20,7
NODE_0003548,Caddo Parish,22017,2021-07-20,hCoV-19/USA/LA-EVTL4641/2021,Caddo Parish,22017,2021-08-11,22
NODE_0003548,Caddo Parish,22017,2021-07-20,NODE_0003549,Caddo Parish,22017,2021-07-26,6
NODE_0003549,Caddo Parish,22017,2021-07-26,NODE_0004297,Caddo Parish,22017,2021-08-03,8
NODE_0004297,Caddo Parish,22017,2021-08-03,NODE_0004300,Caddo Parish,22017,2021-08-12,9
NODE_0004300,Caddo Parish,22017,2021-08-12,hCoV-19/USA/LA-EVTL5244/2021,Caddo Parish,22017,2021-09-02,21
NODE_0004300,Caddo Parish,22017,2021-08-12,hCoV-19/USA/LA-EVTL4419/2021,Bossier Parish,22015,2021-08-17,5
NODE_0004297,Caddo Parish,22017,2021-08-03,NODE_0003553,Caddo Parish,22017,2021-08-09,6
NODE_0003553,Caddo Parish,22017,2021-08-09,hCoV-19/USA/LA-EVTL4809/2021,Caddo Parish,22017,2021-08-25,16
NODE_0003553,Caddo Parish,22017,2021-08-09,NODE_0003555,Caddo Parish,22017,2021-08-16,7
NODE_0003555,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-EVTL5912/2021,Caddo Parish,22017,2021-08-30,14
NODE_0003561,East Baton Rouge Parish,22033,2021-07-27,hCoV-19/USA/LA-EVTL4190/2021,East Baton Rouge Parish,22033,2021-07-30,3
NODE_0004313,Rapides Parish,22079,2021-08-06,hCoV-19/USA/LA-EVTL5304/2021,Rapides Parish,22079,2021-08-19,13
NODE_0004324,Caddo Parish,22017,2021-08-18,hCoV-19/USA/LA-EVTL5850/2021,Caddo Parish,22017,2021-08-20,2
NODE_0004324,Caddo Parish,22017,2021-08-18,hCoV-19/USA/LA-EVTL6542/2021,Caddo Parish,22017,2021-08-18,0
NODE_0004315,Caddo Parish,22017,2021-07-04,NODE_0004316,Caddo Parish,22017,2021-07-06,2
NODE_0004316,Caddo Parish,22017,2021-07-06,hCoV-19/USA/LA-EVTL3421/2021,Caddo Parish,22017,2021-07-13,7
NODE_0004316,Caddo Parish,22017,2021-07-06,hCoV-19/USA/LA-EVTL4257/2021,DeSoto Parish,22031,2021-08-04,29
NODE_0004316,Caddo Parish,22017,2021-07-06,hCoV-19/USA/LA-EVTL3430/2021,Bossier Parish,22015,2021-07-15,9
NODE_0004315,Caddo Parish,22017,2021-07-04,NODE_0003574,Caddo Parish,22017,2021-07-17,13
NODE_0003574,Caddo Parish,22017,2021-07-17,NODE_0004320,Caddo Parish,22017,2021-08-10,24
NODE_0004320,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL5623/2021,Caddo Parish,22017,2021-08-10,0
NODE_0004320,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL5905/2021,Caddo Parish,22017,2021-08-29,19
NODE_0003574,Caddo Parish,22017,2021-07-17,NODE_0004319,Caddo Parish,22017,2021-07-31,14
NODE_0004319,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL5795/2021,Caddo Parish,22017,2021-08-15,15
NODE_0004319,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL6187/2021,Caddo Parish,22017,2021-08-10,10
NODE_0003593,Caddo Parish,22017,2021-07-13,NODE_0003595,Caddo Parish,22017,2021-07-23,10
NODE_0003595,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL5800/2021,Caddo Parish,22017,2021-08-16,24
NODE_0003595,Caddo Parish,22017,2021-07-23,NODE_0003596,Caddo Parish,22017,2021-08-06,14
